smiles,umap_1,umap_2,selected,random_state,n_neighbors,min_dist,metric,initialization,scaling
O=CNC(=O)C1=CC=CC=C1,-3.0455813,-5.9341846,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC(=O)C1=C(C=O)C=CC=C1,-3.1400719,-6.0072274,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC(=O)C1=CC=CC=C1C=O,-3.1948042,-5.7570295,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C=O)C=C1,-1.6355112,-1.653173,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)C1=CC=CC=C1,9.566902,-5.948037,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=C(C)C=CC=C1,2.5120397,-10.027117,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=CC=C1C,2.4990568,-10.119528,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1NCC2=C1C=CC=C2,3.6428385,-6.658802,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1NCC2=CC=CC=C12,3.7213469,-6.7910767,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC2=C(C=C1)CNC2,-3.0764797,-5.9986453,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C2CNCC2=C1,-3.123531,-5.996732,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*OC1=CC=CC=C1,11.194119,-5.6605406,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1NC(=O)C2=C1C=CC=C2,-3.320847,-5.707862,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1NC(=O)C2=CC=CC=C12,-2.9782813,-5.868569,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=CC=C1C,4.8360476,-7.95101,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C)CC1=CC=CC=C1,-8.431348,18.298456,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CCCC,8.040677,8.039283,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C)C(=O)C1=CC=CC=C1,4.653346,-7.8350544,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=CC=C1C=O,4.5620885,-8.133058,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=CC=C1C=O,-8.560095,18.314655,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C=O)CC1=CC=CC=C1,4.7907233,-7.8154583,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCOC(C)=O,5.924599,-3.1102886,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=C(C=CC=C2)C1=O,4.790129,-7.977936,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=CC=CC=C2C1=O,4.632536,-7.897802,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=C(C=CC=C2)C1,-8.424785,18.47688,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=CC=CC=C2C1,-8.642699,18.256117,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1C(=O)C2=C(C=CC=C2)C1=O,-8.573881,18.410166,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1C(=O)C2=CC=CC=C2C1=O,-8.506141,18.38243,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*NC,-7.3146734,21.803131,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCO,5.90382,-1.486649,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C=O)C1=CC=CC=C1,5.2022862,-7.512424,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C=O)=CC=C1,-3.3974712,26.120165,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(C=O)=C1,-3.3922968,26.119358,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*C=O,9.318435,5.5520515,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CN(C=O)C1=CC=CC=C1,3.271469,-9.116659,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)(C)C,10.411721,-5.9196696,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC1=CC=C(O)C=C1,9.646906,-5.999247,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCOCC,5.6801744,-3.1698632,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCOC,5.978012,-1.5867846,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCCCC,5.1322637,-1.8020467,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCN,2.2197382,-2.153002,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=C(CNC2=CC=CC=C2)C=CC=C1,2.6597402,-9.9878,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC=C1CNC1=CC=CC=C1,2.7080731,-9.923985,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC1=CC=C(OC)C=C1,9.730209,-5.853011,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=C(C(=O)NC2=CC=CC=C2)C=CC=C1,6.093887,-7.4074907,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC=C1C(=O)NC1=CC=CC=C1,6.1291933,-7.4686995,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=C(CNC2=CC=CC=C2)C=CC=C1,5.8297844,-7.4626474,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=CC=C1CNC1=CC=CC=C1,5.9725266,-7.3206744,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(CC1=CC=CC=C1)C1=CC=CC=C1,3.3123496,-9.147317,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=C(C(=O)NC2=CC=CC=C2)C=CC=C1,2.8443997,-9.781149,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=CC=C1C(=O)NC1=CC=CC=C1,2.8998904,-9.726336,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CN(CC1=CC=CC=C1)C1=CC=CC=C1,5.480785,-7.4149957,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,5.5355663,-7.472303,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CN(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,3.1462927,-9.266274,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1C2=C(C=CC=C2)CN1C1=CC=CC=C1,5.463054,-7.4567547,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1C2=CC=CC=C2CN1C1=CC=CC=C1,5.3733335,-7.501862,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(N2CC3=C(C=CC=C3)C2)C=C1,3.1087556,-9.396662,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,3.2834625,-9.2236395,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1C2=C(C=CC=C2)C(=O)N1C1=CC=CC=C1,3.1313772,-9.4759865,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C1C2=CC=CC=C2C(=O)N1C1=CC=CC=C1,3.1163154,-9.479056,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(C2=CC=CC=C2)C=C1,18.876776,4.0215516,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CC1=CC=CC=C1,10.516673,4.9129314,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(OC2=CC=CC=C2)C=C1,1.7490251,-6.0618043,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(=O)O,5.261886,-3.3679974,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCCO,5.643847,-1.1564891,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CCCCC,7.7717066,8.378751,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CCO,6.2670317,-4.439758,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(CN)=CC=C1,2.9681008,-11.208304,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(CN)=C1,3.0766048,-11.038503,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC(C)=CC=C1,27.572742,8.889415,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=CC(C)=C1,27.52829,8.859491,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C(N)=O)=CC=C1,3.0146358,-11.069658,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(C(N)=O)=C1,3.087697,-11.176651,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
OCC1=CC=CC=C1,0.6596786,0.85821027,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCC=O,4.6773825,-1.614863,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC(C)=CC=C1,27.531658,8.846926,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=CC(C)=C1,27.555412,8.691123,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)(C)C1=CC=CC=C1,9.655413,-5.711532,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(=O)OC,5.2627163,-3.5432086,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*NCC,-7.136316,21.82271,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC,1.7973092,-2.574633,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
OC1=CC=C(CC2=CC=CC=C2)C=C1,9.714204,-5.676846,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(N)C=C1,10.177674,7.336958,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(CN)C=C1,-1.9456477,-2.111899,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C1=CC=CC=C1)C1=CC=CC=C1,9.374563,-5.713521,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(C)C=C1,18.639515,3.452634,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(C)=C1,18.512093,3.2417653,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=C(C)C=C1,-2.298844,-2.4634054,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CC*,5.4889765,-5.024397,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCN,1.8153942,-2.4385583,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCCOC,5.9931974,-1.3082228,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COCC1=CC=CC=C1,0.632992,0.8349187,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C(N)=O)C=C1,-2.0258915,-2.1489189,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCOC=O,6.3578596,-1.6420044,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COC1=CC=C(CC2=CC=CC=C2)C=C1,9.657086,-5.632021,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*NC=O,-7.0685515,21.62347,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=C(C)C=C1,-2.1844878,-2.705738,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*NC(C)=O,-7.116227,21.620623,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)(C1=CC=CC=C1)C1=CC=CC=C1,9.292402,-5.459337,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CCOC,6.1445665,-4.2958264,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCOC1=CC=CC=C1,1.0068902,8.135358,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C(O)C1=CC=CC=C1,0.55883926,0.6350306,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(C)C,0.7169249,10.628145,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC1=CC=C(O)C=C1,-6.6239715,13.542947,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
S,1.9746959,14.895658,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCOCC,6.1352315,-1.7266474,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(C=O)C=C1,18.940178,16.459553,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C=O)C(C)=C1,18.888535,16.494377,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(CNC2=CC=CC=C2)=CC=C1,15.620641,-14.410264,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(CNC2=CC=CC=C2)=C1,15.441093,-14.568642,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=C(O)C=C1,1.7593955,-6.099403,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(CNC=O)=CC=C1,16.05886,15.487117,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(CNC=O)=C1,16.03403,15.536372,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C(=O)NC2=CC=CC=C2)=CC=C1,15.51918,-14.680092,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,15.445792,-14.564755,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CC(*)C,5.1293416,-4.807554,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COC(=O)C1=CC=CC=C1,0.8364482,0.6987513,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCCCCC,5.189807,-1.5261142,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C(=O)NC=O)=CC=C1,16.079247,15.44466,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(C(=O)NC=O)=C1,16.190908,15.576873,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(CNC=O)C=C1,-2.864193,-3.0615892,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*C1=CC=C(C=O)C=C1,9.222336,19.291496,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCNC,1.895858,-2.321701,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*N(C)C,-7.5630007,21.569742,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C=O)=C(C)C=C1,19.038857,16.499249,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(C=O)=C1,18.850142,16.612627,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C=O)=C(C=O)C=C1,18.842241,16.503445,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C=O)C(C=O)=C1,18.859035,16.573296,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(CN)C=C1,2.320694,24.597982,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(CN)C(C)=C1,2.1920712,24.494593,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
*CCCO,5.7220545,-5.271239,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(CN)=C(C)C=C1,-2.7065797,-4.26881,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(CN)=C1,-2.5011632,-4.1429935,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
