DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,mix_content2,mix_smiles2,mix_wt2,mix_mol2,T5
10.1002/app.24667,homopolymer,,poly(p-propane terephthalamide)_PPTA,,CCCCCC1(N(C(N(C(c2cc(C(N(c3cc(P(c4cc(N5C(c6ccc(C([Rb])=O)cc6C5=O)=O)ccc4)(c7ccccc7)=O)ccc3)C8=O)=O)c8cc2)=O)C1=O)=O)[Fr])CCCCC,,,,100,,,,0,,,,,,,,,320
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,PA,PA2,,[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(C%13=CC=C(C([Fr])=O)C=C%13)=O,,,,100,,,,0,,,,,,,,,321
10.1016/j.polymdegradstab.2015.11.003,copolymer,PBT,PBT/CPBA25%,,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,,75,,,,25,,,,,,,,,,321.8
10.1080/1023666X.2021.1971835,homopolymer,,Poly(amide-imide)s-1,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)Cc1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)Cc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,,,,,323
10.1002/(SICI)1099-0518(19970915)35:12<2453::AID-POLA15>3.0.CO;2-6,homopolymer,,polyamidophosphate-9,,[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)[Rb],,,,100,,,,0,,,,,,,,,324
10.5762/KAIS.2013.14.11.6029,homopolymer,,,,O=C(C1=CC(C(N(C2=CC(N3C(C4=CC(C([Rb])=O)=CC=C4C3=O)=O)=CC=C2)C5=O)=O)=C5C=C1)NC6=C(O)C=C(C7=CC(O)=C(N[Fr])C=C7)C=C6,,,,100,,,,0,,,,,,,,,324
10.1002/pat.3743,homopolymer,,polyphosphonates_6,,CC(C(=O)O[Fr])[Rb],,,,100,,,,0,,,,,,,,,325
10.1007/s12039-012-0351-0,homopolymer,,4-(4-aminobenzyl)benzenamine(PA-3),,CCC([C@H](n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)[C@@H](C(CC)C)C(=O)[Rb])C(=O)Nc1cc(N[Fr])cc(c1)C(=O)NCCc1ccc(c(c1)O)O)C,,,,100,,,,0,,,,,,,,,325
10.1002/(SICI)1099-0518(19970915)35:12<2453::AID-POLA15>3.0.CO;2-6,homopolymer,,polyamidophosphate-6,,[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOCCOCCOC(=O)[Rb],,,,100,,,,0,,,,,,,,,326
10.1002/app.23580,homopolymer,,Phosphorous-containing cardo polyesters_P1,,[Fr]Nc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)P(=O)(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])c1ccccc1,,,,100,,,,0,,,,,,,,,330
10.1007/s12039-012-0351-0,homopolymer,,4-(4-aminophenoxy)benzenamine(PA-4),,[Fr]Nc1cc(cc(c1)C(=O)NCCc1ccc(c(c1)O)O)NC(=O)[C@@H](n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)[C@H](C(=O)[Rb])C)C,,,,100,,,,0,,,,,,,,,332
10.1002/(SICI)1099-0518(19970915)35:12<2453::AID-POLA15>3.0.CO;2-6,homopolymer,,polyamidophosphate-5,,[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOCCOC(=O)[Rb],,,,100,,,,0,,,,,,,,,335
10.1016/j.polymer.2016.05.053,homopolymer,,Poly(ether-azomethine)s-4,,COC(=O)CCC(c1ccc(c(c1[Rb])CN(c1ccccc1)C[Fr])O)(c1ccc2c(c1)CN(CO2)c1ccccc1)C,,,,100,,,,0,,,,,,,,,335.3
10.5762/KAIS.2013.14.11.6029,homopolymer,,,,O=C(C1=CC=C(N2C(C3=CC(C([Rb])=O)=CC=C3C2=O)=O)C=C1)NC4=C(O)C=CC(C(C5=CC=C(O)C(N[Fr])=C5)(C(F)(F)F)C(F)(F)F)=C4,,,,100,,,,0,,,,,,,,,336
10.1002/fam.2385,copolymer,PA,PA66-PDPPD3,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,,95.5,,,,4.5,,,,,,,,,,338
10.1002/pat.1515,homopolymer,,aromatic polyamides 14,,[H]C(C(NC1=CC(C(NC2=CC=C(OC3=CC=C(N[Rb])C=C3)C=C2)=O)=CC(C([Fr])=O)=C1)=O)(N4C(C5C6C7=C(C(C5C4=O)C8=C6C=CC=C8)C=CC=C7)=O)CC9=CC=CC=C9,,,,100,,,,0,,,,,,,,,339
10.1007/s00289-012-0892-x,homopolymer,PA,polyamides 2 containing pendentN-carbazole group,,O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=C%11,,,,100,,,,0,,,,,,,,,339
10.1002/app.24667,homopolymer,,poly(benzylidene phosphoramide ester)_4c,,[Rb]C(c1cc(C(N(c2cc(P(c3ccccc3)(c4cc(N5C(c6ccc(C(N7C(CN([Fr])C7=O)=O)=O)cc6C5=O)=O)ccc4)=O)ccc2)C8=O)=O)c8cc1)=O,,,,100,,,,0,,,,,,,,,340
10.1021/acsami.6b06864,homopolymer,,Polyimide-BAFP,,[Rb]CC(c1ccccc1)[Fr],,,,100,,,,0,,,,,,,,,340
10.1002/(SICI)1097-4628(19970110)63:2<195::AID-APP7>3.0.CO;2-Q,homopolymer,,methacrylate_DHMP,,[Rb]Oc1c(Br)cc(cc1Br)S(=O)(=O)c1cc(Br)c(c(c1)Br)OC(=O)[Fr],,,,100,,,,0,,,,,,,,,341
10.1016/j.polymer.2016.05.053,homopolymer,,Poly(ether-azomethine)s-5,,[Fr]CN(c1ccccc1)Cc1c(O)ccc(c1[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(CCC(=O)OCC12COP(=O)(OC1)OC2)C,,,,100,,,,0,,,,,,,,,341.5
10.1002/pat.5734,copolymer,PA,PA56-7.8CEPPA,,[Fr]P(CCNCCCCCN[Rb])(C1=CC=CC=C1)=O,O=C([Fr])CCCCC(NCCCCCN[Rb])=O,,,7.8,,,,92.2,,,,,,,,,342
10.1002/fam.2385,copolymer,PA,PA66-PDPPD2,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,,97,,,,3,,,,,,,,,,342
https://journals.tubitak.gov.tr/chem/vol30/iss5/12/,homopolymer,PA,Aromatic polyamide,,O=P(C)(C1=CC=CC(NC(C2=CC=C(C(N(C3=CC=C(OC4=CC=C(N5C(C(C=C(C([Fr])=O)C=C6)=C6C5=O)=O)C=C4)C=C3)C7=O)=O)C7=C2)=O)=C1)C8=CC(N[Rb])=CC=C8,,,,100,,,,0,,,,,,,,,342.5
10.5762/KAIS.2013.14.11.6029,homopolymer,,,,O=C(C1=CC(N2C(C3=CC(C([Rb])=O)=CC=C3C2=O)=O)=CC=C1)NC4=C(O)C=CC(C(C5=CC=C(O)C(N[Fr])=C5)(C(F)(F)F)C(F)(F)F)=C4,,,,100,,,,0,,,,,,,,,343
10.1016/j.eurpolymj.2020.109770,homopolymer,,polyimides 4a,,Oc1c(CN(c2ccccc2)C[Fr])c([Rb])c(Sc3ccc(OC4)c(CN4c5ccccc5)c3)cc1,,,,100,,,,0,,,,,,,,,343
10.1016/j.polymer.2016.05.053,homopolymer,,Poly(ether-azomethine)s-3,,[Fr]CN(c1ccccc1)Cc1c(O)ccc(c1[Rb])C(c1ccc2c(c1)CN(CO2)c1ccccc1)(CCC(=O)O)C,,,,100,,,,0,,,,,,,,,343.6
10.1021/ma0614693,homopolymer,,,,[Fr]OP(=O)(c1ccccc1)Oc1ccc(cc1)CC(=O)c1ccc(cc1)[Rb],,,,100,,,,0,,,,,,,,,345
10.1002/app.48687,copolymer,PA,PA66-co-CEPPA,,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,,94,,,,6,,,,,,,,,,346
10.1021/sc500548c,homopolymer,,Poly(ether-azomethine)s-6,,C=CCc1cc(OC)c(c(c1[Rb])CN(Cc1ccco1)[Fr])O,,,,100,,,,0,,,,,,,,,349
10.1002/pat.5734,copolymer,PA,PA56-6.2CEPPA,,[Fr]P(CCNCCCCCN[Rb])(C1=CC=CC=C1)=O,O=C([Fr])CCCCC(NCCCCCN[Rb])=O,,,6.2,,,,93.8,,,,,,,,,349
10.1021/ma0614693,homopolymer,,,,[Fr]OC(=O)c1cccc(c1)C(=O)Oc1ccc(cc1)CC(=O)c1ccc(cc1)[Rb],,,,100,,,,0,,,,,,,,,350
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,PA,PA3,,[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(C%13=NC(C([Fr])=O)=CC=C%13)=O,,,,100,,,,0,,,,,,,,,350
10.1007/s00289-011-0544-6,homopolymer,,Polydiamines-17,,[Rb]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)c1ccc(cc1)OCCCCOc1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,,,,,350
10.1002/app.24667,homopolymer,,poly(benzylidene phosphoramide ester)_4d,,O=C(c1cc(C(N(c2cc(P(c3cc(N4C(c5ccc(C([Rb])=O)cc5C4=O)=O)ccc3)(c6ccccc6)=O)ccc2)C7=O)=O)c7cc1)N8C(C(C)(C)N([Fr])C8=O)=O,,,,100,,,,0,,,,,,,,,350
10.1016/j.compositesb.2021.108664,copolymer,PTT,PTTP10,,O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C(C1=CC(C(OCCCO[Rb])=O)=CC(N2C(C3=C(C2=O)C=CC=C3)=O)=C1)[Fr],,,100,,,,10,,,,,,,,,350.4
10.1177/0954008315580822,homopolymer,,polyphosphonates_9,,[Fr]CN(c1ccccc1)Cc1cc(/C=N/CC/N=C/c2ccc3c(c2)CN(CO3)c2ccccc2)cc(c1O)[Rb],,,,100,,,,0,,,,,,,,,351
10.1002/pat.5734,copolymer,PA,PA56-4.6CEPPA,,[Fr]P(CCNCCCCCN[Rb])(C1=CC=CC=C1)=O,O=C([Fr])CCCCC(NCCCCCN[Rb])=O,,,4.6,,,,95.4,,,,,,,,,351
10.1016/j.eurpolymj.2004.03.013,homopolymer,,polyphosphates_7,,S=P([Rb])(Oc1ccc(S(=O)(c2ccc(O[Fr])cc2)=O)cc1)c3ccccc3,,,,100,,,,0,,,,,,,,,353
10.1016/j.polymdegradstab.2018.05.010,copolymer,polyphosphate,PHFC10,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,10,,,,,,,,,354
10.1016/j.polymer.2008.06.001,homopolymer,,PA9eI,,[H][C@@](C1C(C2=CC=CC3=CC=CC(C1=O)=C32)=O)(C(NC4=CC(C([Fr])=O)=CC(C(NCCCCCCN[Rb])=O)=C4)=O)C(C)C,,,,100,,,,0,,,,,,,,,355
10.1002/(SICI)1097-4628(19970110)63:2<195::AID-APP7>3.0.CO;2-Q,homopolymer,,"1,4,6-trioxaspiro[4.4]-2-nonylmethyl acrylate_SOE-AC",,[Fr]Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)OC(=O)[Rb])(C)C,,,,100,,,,0,,,,,,,,,358
10.1080/1023666X.2021.1971835,homopolymer,,Poly(amide-imide)s-2,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,,,,,360
10.1002/app.48687,copolymer,PA,PA66-co-CEPPA,,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,,96,,,,4,,,,,,,,,,360
10.1177/0954008315572493,homopolymer,PA,polyamides_PA8a,,[Fr]NCCCCC(=O)NCCCCC(=O)[Rb],,,,100,,,,0,,,,,,,,,361
10.1002/pat.5734,copolymer,PA,PA56-3.1CEPPA,,[Fr]P(CCNCCCCCN[Rb])(C1=CC=CC=C1)=O,O=C([Fr])CCCCC(NCCCCCN[Rb])=O,,,3.1,,,,96.9,,,,,,,,,361
10.1007/s10924-022-02466-6,copolymer,PA,PA56-1.2DDP,,O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,,,100,,,,1.2,,,,,,,,,361
10.1002/fam.2385,copolymer,PA,PA66-PDPPD1,,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,,98.5,,,,1.5,,,,,,,,,,361
10.1016/j.polymer.2024.126780,copolymer,PA6,PA6-co-HPI20,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,,,100,,,,20.9,,,,,,,,,361
10.1016/j.polymdegradstab.2018.05.010,copolymer,polyphosphate,PHFC5,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,5,,,,,,,,,361
10.1016/j.polymdegradstab.2018.05.010,copolymer,polyphosphate,PHFC7.5,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,7.5,,,,,,,,,361
10.1021/ie1006917,copolymer,PTT,PTTP10,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,90,,,,10,,,,,,,,,,361.2
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,PA,PI1,,FC(F)(C1=CC=C(C2=NC(C3=CC=C(OC(C=CC([Fr])=C4)=C4C5=NC(C6=CC=CC=C6)=C(C7=CCCC=C7)N5)C=C3)=C(C8=CC=C(OC9=C(C%10=NC(C%11=CC=CC=C%11)=C(C%12=CCCC=C%12)N%10)C=C(N%13C(C%14C(C%15C%14C%16C(C(C(N%17[Rb])=O)C%18C%17=O)C%18C%15C=C%16)C%13=O)=O)C=C9)C=C8)N2)C=C1)F,,,,100,,,,0,,,,,,,,,362
10.1016/j.polymdegradstab.2018.05.010,copolymer,polyphosphate,PHF,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,0,,,,,,,,,362
10.1016/j.polymer.2008.06.001,homopolymer,,PA9cI,,[H][C@@](C1C(C2=CC=CC3=CC=CC(C1=O)=C32)=O)(C(NC4=CC(C([Fr])=O)=CC(C(NC5=CC(N[Rb])=C(C)C=C5)=O)=C4)=O)C(C)C,,,,100,,,,0,,,,,,,,,363
10.1016/j.polymdegradstab.2018.05.010,copolymer,polyphosphate,PHFC2.5,,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,,,100,,,,2.5,,,,,,,,,363
10.1002/app.37610,homopolymer,,PTT,,[Fr]c1ccc(cc1)P(c1ccccc1)[Rb],,,,100,,,,0,,,,,,,,,363.2
10.1016/j.polymdegradstab.2015.11.003,copolymer,PBT,PBT/CPBA20%,,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,,80,,,,20,,,,,,,,,,363.5
10.1021/ie1006917,copolymer,PTT,PTTP5,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,95,,,,5,,,,,,,,,,363.8
10.1021/ie1006917,homopolymer,,Polycarbonates_CHDM-BuD,,[Fr]OCCCOC(=O)c1ccc(cc1)C(=O)[Rb],,,,100,,,,0,,,,,,,,,363.9
10.1021/ie1006917,copolymer,PTT,PTT,,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,,100,,,,0,,,,,,,,,,363.9
10.1016/j.compositesb.2021.108664,copolymer,PTT,PTTN20,,O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C(C1=CC(C(OCCCO[Rb])=O)=CC(N2C(C3=C(C2=O)C=C(C=C3)C#CC4=CC=CC=C4)=O)=C1)[Fr],,,100,,,,20,,,,,,,,,364.6
10.1016/j.compositesb.2021.108664,copolymer,PTT,PTT,,O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C([Fr])C1=CC=C(C#CC2=CC=CC=C2)C=C1C(=O)OCCCO[Rb],,,100,,,,0,,,,,,,,,366.4
10.1002/app.48687,copolymer,PA,PA66-co-CEPPA,,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,,98,,,,2,,,,,,,,,,367
10.1016/j.compositesb.2021.108664,copolymer,PTT,PTTN10,,O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C(C1=CC(C(OCCCO[Rb])=O)=CC(N2C(C3=C(C2=O)C=C(C=C3)C#CC4=CC=CC=C4)=O)=C1)[Fr],,,100,,,,10,,,,,,,,,367.2
10.1016/j.polymdegradstab.2015.11.003,copolymer,PBT,PBT/CPBA15%,,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,,85,,,,15,,,,,,,,,,367.5
10.1007/s10924-022-02466-6,copolymer,PA,PA56-1.0DDP,,O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,,,100,,,,1,,,,,,,,,368
10.1016/j.compositesb.2021.108664,copolymer,PTT,PTTB10,,O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C([Fr])C1=CC=C(C#CC2=CC=CC=C2)C=C1C(=O)OCCCO[Rb],,,100,,,,10,,,,,,,,,368.4
10.1016/j.polymdegradstab.2019.03.004,copolymer,PA6,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,95,,,,5,,,,,,,,,,369.2
10.1002/pc.23170,homopolymer,,198,,[Fr]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Nc1ncnc(n1)Nc1ccc(cc1)C(=O)[Rb],,,,100,,,,0,,,,,,,,,370
10.1016/j.polymer.2008.05.013,homopolymer,,PA8d,,[Rb]NC1=CC=C(S(C(C=C2)=CC=C2N(C(C3=CC(C([Fr])=O)=CC(N(C(C4=CC=C(C=C4)N(C([C@](C)(N5C(C6=CC=CC=C6C5=O)=O)[H])=O)[H])=O)[H])=C3)=O)[H])(=O)=O)C=C1,,,,100,,,,0,,,,,,,,,372
10.1016/j.polymdegradstab.2015.11.003,copolymer,PBT,PBT,,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,,,100,,,,0,,,,,,,,,372.3
10.1016/j.polymdegradstab.2019.03.004,copolymer,PA6,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,96,,,,4,,,,,,,,,,373.3
10.1016/j.cej.2023.144983,copolymer,PA,PA 6-co-DPA2b,,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,,,100,,,,2,,,,,,,,,373.6
10.1016/j.polymdegradstab.2019.03.004,copolymer,PA6,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,97,,,,3,,,,,,,,,,374.1
10.1007/s10924-022-02466-6,copolymer,PA,PA56-0.5DDP,,O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,,,100,,,,0.5,,,,,,,,,375
10.1016/j.jhazmat.2020.122604,homopolymer,PA,polyamides_PA8d,,[Rb]NCCCCCC(=O)[Fr],,,,100,,,,0,,,,,,,,,375.3
10.1016/j.polymdegradstab.2017.09.022,copolymer,PET,PET-DMTMI20,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,,,80,,,,20,,,,,,,,,376
10.1016/j.polymer.2015.01.030,copolymer,PET,PETI10-K,,O=C(OCCO[Rb])C1=CC=C(C(O[Fr])=O)C=C1,O=C(C1=CC=C(C2)C(P(C3=C2C=CC(C(OCCO[Fr])=O)=C3)(O[K])=O)=C1)O[Rb],,,90,,,,10,,,,,,,,,376
10.1039/C3PY00503H,copolymer,PA,copolyamide Ⅰ,,[Rb]NC1=CC(NC(C2=CC=CC(C([Fr])=O)=C2)=O)=CC=C1,[Rb]NC1=CC(NC(C2=CC=CC(C([Fr])=O)=N2)=O)=CC=C1,,,90,,,,10,,,,,,,,,377
10.1295/polymj.PJ2008246,homopolymer,,XXVIII,,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100,,,,0,,,,,,,,,378
10.1016/j.cej.2023.144983,copolymer,PA,PA 6-co-DPA1c,,[Rb]NCCCCCC([Fr])=O,[Rb]C(CCCCCNC(C1=CC(NP(C2=CC=CC=C2)(C3=CC=CC=C3)=O)=CC(C([Fr])=O)=C1)=O)=O,,,100,,,,1,,,,,,,,,379.1
10.1039/C0PY00103A,homopolymer,PA,PA4a,,[Fr]C(C1=CC(NC2=CC=CC(N[Rb])=C2)=CC(NC3=NNC(C4=CC=CC=C4)=N3)=C1)=O,,,,100,,,,0,,,,,,,,,380
10.1002/app.24667,homopolymer,,poly(benzylidene phosphoramide ester)_4e,,CCC1(N(C(N(C(c2cc(C(N(c3cc(P(c4cc(N5C(c6ccc(C([Rb])=O)cc6C5=O)=O)ccc4)(c7ccccc7)=O)ccc3)C8=O)=O)c8cc2)=O)C1=O)=O)[Fr])C,,,,100,,,,0,,,,,,,,,380
10.1016/j.polymdegradstab.2017.09.022,copolymer,PET,PET-DMTMI10,,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,,,90,,,,10,,,,,,,,,381
10.1016/j.eurpolymj.2020.110230,copolymer,PET,NBA15PET,,O=C([Fr])C1=CC=C(C=C1)C(OCCO[Rb])=O,O=C(C1=CC(C([Fr])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[Rb],,,100,,,,11.8,,,,,,,,,381
10.1016/j.polymdegradstab.2019.03.004,copolymer,PA6,PA6-co-DPO,,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],,98,,,,2,,,,,,,,,,381.6
10.1039/C5PY01938A,homopolymer,PET,,,[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,,,,,383
10.1039/c2jm34376b,copolymer,PET,Poly(ethylene terephthalate) (PET),,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1C(OCCO[Rb])=O)[Fr],,,95,,,,5,,,,,,,,,383.2
10.1007/s00289-015-1587-x,homopolymer,PA,PA8g,,[Fr]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(C5=CC=C(N[Rb])C=C5)C=C4)=O)=C1)=O,,,,100,,,,0,,,,,,,,,384
