shap_rank,feature,display_feature,mean_abs_shap,mean_shap,feature_mean,feature_std,mean_abs_shap_percent
135,COC1=CC=C(OC)C=C1,COc1ccc(OC)cc1,0.010354656102323645,-9.229900013530606e-18,0.05307982,0.25234637,0.07660103440797572
136,CCCCCNCCCC,CCCCCNCCCC,0.00930791625319549,-8.658978363209125e-18,0.34221715,2.5132465,0.06885752710006311
137,CN(C)CC1=CC=CC=C1,CN(C)Cc1ccccc1,0.008944225031525975,-5.0724192778562335e-18,0.062227454,0.32649776,0.06616703467716811
138,CC1=CC(C)=C(C)C=C1,Cc1ccc(C)c(C)c1,0.008184200050565915,-5.928801753338454e-19,0.05341699,0.30071154,0.060544568885727866
139,CC1=CC(C)=C(C=O)C=C1,Cc1ccc(C=O)c(C)c1,0.00803081809620848,-1.1052457589556872e-18,0.047087874,0.26447096,0.05940988935149787
140,O=CC1=CC=C2C(=O)NC(=O)C2=C1,O=Cc1ccc2c(c1)C(=O)NC2=O,0.007902408184477287,1.3760675674415178e-18,0.032651085,0.23099025,0.058459946449517866
141,CCCCCNC(=O)CCCC,CCCCCNC(=O)CCCC,0.00783348395311782,2.9497618599943177e-18,0.10659841,0.4573939,0.05795006303419855
142,CC1=CC=CC=C1C(N)=O,Cc1ccccc1C(N)=O,0.006701273914120319,1.2516359257047848e-18,0.11414641,0.58893144,0.04957426964258212
143,CCCCCCNC(=O)CCCC,CCCCCCNC(=O)CCCC,0.006411853031271174,-2.342242667985562e-19,0.05097806,0.2342485,0.04743320973808766
144,CNCC1=CC(C=O)=CC=C1,CNCc1cccc(C=O)c1,0.0058834648029821735,-1.7274039676393523e-18,0.08852895,0.55761486,0.04352433198725127
145,CNCC(C)C,CNCC(C)C,0.005579180461453248,2.4959523430721148e-18,0.15321678,1.0020331,0.04127331610754138
146,CC1=CC=CC=C1C(=O)NC1=CC=CC=C1,Cc1ccccc1C(=O)Nc1ccccc1,0.004863546312812019,-7.319508337454882e-19,0.05799921,0.37937647,0.03597924206955497
147,CCOC1=CC=C(O)C=C1,CCOc1ccc(O)cc1,0.00457851413110076,2.8546082516074043e-18,0.07571492,0.36592308,0.03387064862686739
148,CN1CC2=C(C=CC=C2)C1=O,CN1Cc2ccccc2C1=O,0.0038958707060578104,-3.73294925210199e-19,0.078041404,0.42705944,0.028820631323216047
149,CCOCCOC,CCOCCOC,0.0029662144995938476,-1.485860192503341e-18,0.030342137,0.2407189,0.021943278144586225
